codigo,category,brand,name,presentation,price
GOTCHOCBL100G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE BLANCO 100GRS,GRAMOS,1.77
GOTCHOBL50G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE BLANCO 5OGRS,GRAMOS,0.88
GOTCHOOSC100G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE OSCURO 100GRS,GRAMOS,1.77
GOTCHOOSC50G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE OSCURO 50GRS,GRAMOS,0.88
GOTCHOLE100G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE CON LECHE 100GRS,GRAMOS,1.77
GOTCHOLE50G,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE CON LECHE 50GRS,GRAMOS,0.88
04010508,02 - CONFITERIA,GENERICO,SNICKERS ALMENDRA 1X24X49.9G,DISPLAY,49.61
7595082003153,01 - REPOSTERIA,GENERICO,FRUTO SECO CUBIERTO D CHOCO.1X1KG,Kilogramos,22.5
9002490100070,03 - BEBIDAS,GENERICO,RED BULL BEBIDA ENERGETICA 1X24X250ML,CAJA,81.0
7591206285498,02-CONFITERÍA,GENERICO,DE TODITO RESUELTO 1X12X4OGRS,TIRA,11.62
